movieId,poster_path,overview,release_year,duration,language,tmdb_rating,vote_count
34341,/qWWvljKlmYwf1XtlJ0vu0u66xpi.jpg,"A decade ago, curler Chris Cutter disappeared suddenly on the verge of stardom, dropping his curling stones to the bottom of a lake and leaving his fiancée, Julie Foley, at the altar. But when his former coach dies, Cutter returns home for the funeral and attempts to fulfill the man's last wishes. The team is reunited under Cutter's estranged dad, Gordon — himself a former curling star — for a final attempt at glory.",2002,102,EN,5.2,29
81530,/36EyDOPw8tvGhvVqi3msNPDYSoY.jpg,"In New South Wales, Jared surfs with his mates and has a first girl. He hosts a beach party for his older pal, Ricko, and witnesses four of his mates gang-rape a 15 year old. He does nothing, and the next day, she's found murdered. At school, the boys and the girls react: the girls with anger at the perpetrators, the boys with jeering at the dead girl's morality. The students' parents have their own responses. Jared retreats into angry silence, disgusted that he did nothing to help the dead girl. Meanwhile, his mother wants to talk to him about her impending cancer surgery, the police want to know what he saw, and his friend Ricko wants an alibi. Jared's cracking under the pressure.",1997,90,EN,6.0,11
11617,/zYoK2RkBCmyhIV6UUb6EZLqxmZq.jpg,"Lt. Col. Kirby Yorke is posted on the Texas frontier to defend settlers against depredations of marauding Apaches. Col. Yorke is under considerable stress by a serious shortage of troops of his command. Tension is added when Yorke's son (whom he hasn't seen in fifteen years), Trooper Jeff Yorke, is one of 18 recruits sent to the regiment.",1950,105,EN,6.8,348
11880,/fYHUYWglzq8Ax0EaDWqg9emjL7T.jpg,"A band of soldiers is dispatched to war games deep in the woods. When they stumble across a rival team slaughtered in camp, they realize they're not alone.",2002,105,EN,6.726,900
1377,/nfaOBiZktPHOV0f3DTqTftgTo3B.jpg,An Italian socialite on the run signs on as housekeeper for a widower with three children.,1958,110,EN,6.3,183
2528,/cBJtWAgDTCqxNJJOZjnRSh5Vxa5.jpg,"Bored with the limited and tedious nature of provincial life in 19th-century France, the fierce and sensual Emma Bovary finds herself in calamitous debt and pursues scandalous sexual liaisons with absolute abandon. However, when her volatile lifestyle catches up to her, the lives of everyone around her are endangered.",1991,143,FR,6.3,137
12717,/hw8Ec4jFuxSNCMUZiUpBKOMl65G.jpg,"To his chagrin, young Marcel Pagnol and his family move back to their home in Marseilles, France, far from their pastoral holiday cottage in the hills. Determined, Marcel makes the long voyage back to the cottage on foot and lands himself in trouble. One day Marcel's father discovers a shortcut to the cottage, but it requires trespassing. Despite their trepidations, Marcel and his family begin using the secret trail to reach their cottage.",1990,99,FR,7.207,280
12716,/4zwgcaKqIJ5GB6kCPpyMLZuNyoi.jpg,"Raised by his science teacher father, Joseph Pagnol, and seamstress mother Augustine, young Marcel grows up during the turn of the century in awe of his rationalist dad. When the family takes a summer vacation in the countryside, Marcel becomes friends with Lili, who teaches him about rural life.",1990,105,FR,7.346,306
13888,/jhUTLuPgc3Qcvr5xtji8oiWSfYy.jpg,"In this sequel to the 1980 classic, two children are stranded on a beautiful island in the South Pacific. With no adults to guide them, the two make a simple life together and eventually become tanned teenagers in love.",1991,98,EN,6.207,1195
10750,/nL3ccvqU1Wq1j31feHWAydzpbr2.jpg,"After federal agents arrest a drug czar and put him on trial, the cartel leader's vicious son storms a prep school and takes its students hostage. They rebel against the armed intruders and try to take back their academy by any means necessary.",1991,112,EN,6.48,348
25566,/vRjyakxRrMfj6sgyUJte9mVI1D9.jpg,"A young black pianist becomes embroiled in the lives of an upper-class white family set among the racial tensions, infidelity, violence, and other nostalgic events in early 1900s New York City.",1981,155,EN,7.0,164
13386,/lS0X9KScgkUbhiu6lOHBya8z9R2.jpg,"Gaetano, a young Neapolitan, decides to leave home, work and friends, to look for other moments of life and meet other people.",1981,107,IT,7.633,676
9538,/VTqLdveNXxGsIAZL5I4RliTTt7.jpg,"After a man with extraordinary, and frighteningly destructive, telepathic abilities is nabbed by agents from a mysterious rogue corporation, he discovers he is far from the only possessor of such strange powers. Some of the other “scanners” have their minds set on world domination, while others are trying to stop them.",1981,103,EN,6.726,1232
49934,/mkH1PigvNINeYQxi07RsdzSuTDB.jpg,"A young man grows up in Sarajevo in the 1960s, under the shadow of his good, but ailing father, and gets attracted by the world of small-time criminals.",1981,107,SH,7.4,74
42371,/rAlLrcOr1ZSjXXIP1yY3FcXyLBZ.jpg,A junior executive is ordered to boost output in the hometown brewery where his old friends work.,1981,100,EN,5.3,17
11524,/bpjRGwfYJ71bU0hNhLIz7g3t6Oy.jpg,"Frank is an expert professional safecracker, specialized in high-profile diamond heists. He plans to use his ill-gotten income to retire from crime and build a nice life for himself complete with a home, wife and kids. To accelerate the process, he signs on with a top gangster for a big score.",1981,123,EN,7.187,727
36669,/bZmGqOhMhaLn8AoFMvFDct4tbrL.jpg,"James Bond is sent to investigate the connection between a North Korean terrorist and a diamond mogul, who is funding the development of an international space weapon.",2002,133,EN,5.988,3594
17187,/s7BRKAq0DNcXe8Bphm6Wd5KnvlF.jpg,"William Hundert is a passionate and principled Classics professor who finds his tightly-controlled world shaken and inexorably altered when a new student, Sedgewick Bell, walks into his classroom. What begins as a fierce battle of wills gives way to a close student-teacher relationship, but results in a life lesson for Hundert that will still haunt him a quarter of a century later.",2002,108,EN,7.1,387
32625,/2Jkt0PQBU2lmSm4zQcyJBWvRGpv.jpg,"In a series of three vignettes, three women in turn struggle to free themselves from the men who restrict their personal freedom.",2002,86,EN,5.8,41
10426,/sxHFGPKLWj9e3aaA6wGVxghoiPE.jpg,"Craig and his cousin Day Day have finally moved out of their parents' houses and into their own crib, working nights at a local mall as security guards. When their house is robbed on Christmas Eve they set out to track down the culprit.",2002,85,EN,6.316,423
8198,/eaSU6IiBWq8mS1KZqHhRhhJ1NeN.jpg,"Cynical British journalist Fowler falls in love with a young Vietnamese woman but is dismayed when a naïve U.S. official also begins vying for her attention. In retaliation, Fowler informs the communists that the American is selling arms to their enemy.",2002,101,EN,6.534,305
64,/fWDbQlOWOqjR5jZm98KjGyYmUOw.jpg,Two men share an odd friendship while they care for two women who are both in deep comas.,2002,112,ES,7.584,1331
13376,/mSVaYWRiu3853nvHwybCJdq5k7b.jpg,"Davey Stone, a 33-year old party animal, finds himself in trouble with the law after his wild ways go too far.",2002,76,EN,5.2,332
15074,/984tq1bRL2uzR0wHrNzZVYTR0Al.jpg,"While filming an advertisement, some extreme sports enthusiasts unwittingly stop a group of terrorists.",2002,93,EN,4.75,96
2103,/drdrB1hEZmzFlK1xtW5HMxK3LUJ.jpg,A troubled psychologist is sent to investigate the crew of an isolated research station orbiting a bizarre planet.,2002,99,EN,5.9,1335
9016,/zMKatZ0c0NCoKzfizaCzVUcbKMf.jpg,"When space galleon cabin boy Jim Hawkins discovers a map to an intergalactic ""loot of a thousand worlds,"" a cyborg cook named John Silver teaches him to battle supernovas and space storms on their journey to find treasure.",2002,95,EN,7.555,4295
27070,/2iViC9lCEmmrDHir1sBLcPV690U.jpg,"Riding around on their motorbikes, a gang of tough women bikers are the only thing that stands between a crowd of zombies, which have been accidentally let out of their secure cave, and those still alive in the town.",1989,86,EN,4.5,29
16028,/nHG0VOW6o99tP5EACtKTMADqxJQ.jpg,A psychology student who experienced night terrors as a child must face the chilling realization that her nightmares were not all in her head.,2002,90,EN,5.0,270
20992,/dxeVQdd227B367xQxvabkYTfz0b.jpg,"Danila goes to his successful brother, Victor, in Petersburg to start a new life. Unknown to Danila, Victor is a contract killer, but is in hiding after asking for too much money to assassinate a Chechen mob boss. To avoid exposure, Victor convinces Danila to kill the boss instead.",1997,96,RU,7.6,404
66091,/q1NJZbDujEc4ZEOMKbgcKOTh4Dl.jpg,"In the town of Bryakhimov, noble but poor widow Harita Ignatyevna Ogudalova seeks to arrange marriages for her three daughters. She maintains an “open house”, hoping to attract gentlemen well-off enough to marry a dowry-less girl for love.",1984,142,RU,7.4,56
6007,/i4o9u93vR7setcwVeL87jGwc8CS.jpg,"40-year-old Elling, sensitive, would-be poet, is sent to live in a state institution when his mother, who has sheltered him his entire life, dies. There he meets Kjell Bjarne, a gentle giant and female-obsessed virgin, also in his 40s.",2001,89,NO,7.1,176
25239,/nMCkOo26GtISoxJmpkTAJyMqBO8.jpg,"A young, beautiful career woman rents a backwoods cabin to write her first novel. Attacked by a group of local lowlifes and left for dead, she devises a horrific plan to inflict revenge.",1978,101,EN,6.0,645
25284,/kK8IiJDkz2Tv6DwaK60vJVHKH85.jpg,A devious femme fatale steals her husband’s drug money and hides out in a small town where she meets the perfect dupe for her next scheme.,1994,110,EN,6.78,387
35612,/1YMPN6GNY9jnzZpONPpmFiF1TSl.jpg,"A gifted teenager, dreaming of life beyond her small town, becomes inspired when a 15-year-old girl from New York moves in next door.",1999,97,EN,6.8,23
14433,/9V7tl1kIb67ZPRRNlUdy3JvqEiA.jpg,"In 1879, during the Anglo-Zulu War, man-of-the-people Lt. Chard and snooty Lt. Bromhead are in charge of defending the isolated and vastly outnumbered Natal outpost of Rorke's Drift from tribal hordes.",1964,138,EN,7.4,526
13369,/m6XxaRLltWox4C9pykjUILrlGp9.jpg,"Big time drug dealer Victor Rosa is looking to get out of the game and sees his chance with a big deal with a new friend who happens to be a Wall St. stockbroker. Thinking this will be his chance to go out on top, Victor soon finds out that he's been double crossed and his last option is to get revenge.",2002,90,EN,6.029,105
9932,/av1JZYL0F1OJyaKw40YKCimyv16.jpg,"The mafia's Paul Vitti is back in prison and will need some serious counseling when he gets out. Naturally, he returns to his analyst Dr. Ben Sobel for help and finds that Sobel needs some serious help himself as he has inherited the family practice, as well as an excess stock of stress.",2002,96,EN,5.825,1270
7299,/eW3YrxOh3rd6PnRgMSftYoflvfe.jpg,"In a dystopian future, a totalitarian regime maintains peace by subduing the populace with a drug, and displays of emotion are punishable by death. A man in charge of enforcing the law rises to overthrow the system.",2002,107,EN,7.042,4625
2757,/ffEmHQAiD0m5dEQ6rlsuA9vlllW.jpg,"Charlie Kaufman is a confused L.A. screenwriter overwhelmed by feelings of inadequacy, sexual frustration, self-loathing, and by the screenwriting ambitions of his freeloading twin brother Donald. While struggling to adapt ""The Orchid Thief,"" by Susan Orlean, Kaufman's life spins from pathetic to bizarre. The lives of Kaufman, Orlean's book, become strangely intertwined as each one's search for passion collides with the others'.",2002,115,EN,7.355,2544
4241,/veDqVt4oYq6mjFGasdVeEv6RPBg.jpg,"In a dysfunctional family where the mother is a heroin addict and prostitute, beaten by her son, and the father is an ex-TV reporter, sleeping with his daughter and filming his son being beaten up, ‘Q’, a complete stranger enters the bizarre family, changing their lives for the better, finding a balance in their disturbing natures.",2001,84,JA,6.406,509
22257,/y7zfxMLCn3KK7sf2dPl43OKSbjQ.jpg,"October 1934. Poland. Famous bank robber Kwinto decided to quit his dangerous criminal job, but after his friend's death, he changed his mind and organized a burglary of famous and well protected bank which belonged to his former partner in crime, backstabbing and double-crossing Kramer. Kwinto designs a clever plan not to only rob the Kramer's bank but to make it look like Kramer himself did it.",1981,104,PL,7.6,110
17360,/3j6H0dnbvjNXLK1l9nKguXw5vvO.jpg,A group of POWs in a German prison camp during World War II play the German National Soccer Team in this powerful film depicting the role of prisoners during wartime.,1981,116,EN,6.9,931
38849,/2exixpei6yaOBrnKgYun1fybsoM.jpg,"Eccentric scientist Dr. Daniel and his shy assistant Max lead a quiet life on their space station, carrying out illegal research on androids, until they receive an unwelcome visit from three fugitives one of whom is female. Both Dr. Daniel and Max show an interest in her, but one of the other visitors has more sinister intentions.",1982,80,EN,5.3,51
5917,/2psanhsRyBxZOlg9zg9uE54M32w.jpg,A renowned former army scout is hired by ranchers to hunt down rustlers but finds himself on trial for the murder of a boy when he carries out his job too well. Tom Horn finds that the simple skills he knows are of no help in dealing with the ambitions of ranchers and corrupt officials as progress marches over him and the old west.,1980,94,EN,6.4,117
29743,/ecizJo3j1PPvLBMhl3thYk82rXK.jpg,The misadventures of Attila and his band of barbarians as they take up arms against the Roman Empire in their native Milano,1982,97,IT,5.996,226
16363,/ypUcJRFDhwutqY70WjT1W5XlIOA.jpg,"When a big TV crusader Melvin P. Thorpe threatens to expose the Chicken Ranch to public scandal and close it down, Miss Mona doesn't go down without a fight.",1982,115,EN,6.2,160
40219,/ozvk8jVdWprv91Gql7uK0ieSii9.jpg,"A horrified teen mutates into a crazed cannibalistic swamp creature, and must uncover the terrifying secret identity of his father before his nasty natural tendencies force him to make jambalaya out of the locals.",1982,98,EN,5.518,110
171,/pbkccDoxH1H1VdqWcQYycZxHTIK.jpg,A young French teenage girl after moving to a new city falls in love with a boy and is thinking of having sex with him because her girlfriends have already done it.,1982,109,FR,6.442,627
42124,/qJuD9yZ7Mn9QCVqKO9WarNNYo4R.jpg,"The Amazon rain forest, 1979. The crew of Fitzcarraldo (1982), a film directed by German director Werner Herzog, soon finds itself with problems related to casting, tribal struggles and accidents, among many other setbacks; but nothing compared to dragging a huge steamboat up a mountain, while Herzog embraces the path of a certain madness to make his vision come true.",1982,97,EN,7.565,136
17590,/fwrqCTcu5rAkU2dL2YqG6jjrLPn.jpg,A Broadway playwright puts murder in his plan to take credit for a student's script.,1982,116,EN,6.658,276
11852,/lnnGE4TKa05t20SZ2batuAhXCp4.jpg,"Not only is Jessica Spencer the most popular girl in school -- she is also the meanest. But things change for the attractive teen when a freak accident involving a cursed pair of earrings and a chance encounter at a gas station causes her to switch bodies with Clive, a sleazy crook. Jessica, in the form of the repulsive Clive, struggles to adjust to this radical alteration and sets out to get her own body back before the upcoming prom.",2002,104,EN,6.357,2035
13497,/zl7gdxYqKdFCioPT3DAkZR5DDUP.jpg,"A talented street drummer from Harlem enrolls in a Southern university, expecting to lead its marching band's drumline to victory. He initially flounders in his new world, before realizing that it takes more than talent to reach the top.",2002,118,EN,6.863,518
7303,/gnEuTYH3jhHxl80QyoPfZjEYd0J.jpg,"Marisa Ventura is a struggling single mom who works at a posh Manhattan hotel and dreams of a better life for her and her young son. One fateful day, hotel guest and senatorial candidate Christopher Marshall meets Marisa and mistakes her for a wealthy socialite. After an enchanting evening together, the two fall madly in love. But when Marisa's true identity is revealed, issues of class and social status threaten to separate them. Can two people from very different worlds overcome their differences and live happily ever after?",2002,105,EN,6.118,1927
201,/cldAwhvBmOv9jrd3bXWuqRHoXyq.jpg,"En route to the honeymoon of William Riker to Deanna Troi on her home planet of Betazed, Captain Jean-Luc Picard and the crew of the U.S.S. Enterprise receives word from Starfleet that a coup has resulted in the installation of a new Romulan political leader, Shinzon, who claims to seek peace with the human-backed United Federation of Planets. Once in enemy territory, the captain and his crew make a startling discovery: Shinzon is human, a slave from the Romulan sister planet of Remus, and has a secret, shocking relationship to Picard himself.",2002,116,EN,6.294,1453
2755,/tstvsrJHY57hc951lb190alXRQm.jpg,"A recently retired man embarks on a journey to his estranged daughter's wedding, only to discover more about himself and life than he ever expected.",2002,125,EN,6.847,1264
10856,/gAe6KmVojjHLmdhPZhYDMTmaiM1.jpg,An enigmatic tale of four people whose lives are intertwined by destiny are subject to the laws of fate. They discover that luck is something they cannot afford to be without as they gamble with the highest stakes possible in a deadly game from which only one of them will emerge intact.,2001,108,ES,6.6,176
21868,/kGsCpJcJj9JDsSLQRlfukNuZJgq.jpg,"Desmond Doyle is devastated when his wife abandons their family on the day after Christmas. His unemployment, and the fact that there is no woman in the house to care for the children—Evelyn, Dermot and Maurice—make it clear to the authorities this is an untenable situation. The Catholic Church and the Irish courts decide to put the Doyle children into Church-run orphanages.",2002,92,EN,6.332,98
121,/5VTN0pR8gcqV3EPUHHfMGnJYN9L.jpg,"Frodo Baggins and the other members of the Fellowship continue on their sacred quest to destroy the One Ring--but on separate paths. Their destinies lie at two towers--Orthanc Tower in Isengard, where the corrupt wizard Saruman awaits, and Sauron's fortress at Barad-dur, deep within the dark lands of Mordor. Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.",2002,179,EN,8.403,22459
18602,/mQqOG4w5xAlmtIxRUqodECYuJ5l.jpg,"After her boyfriend commits suicide, a young woman attempts to use the unpublished manuscript of a novel and a sum of money he left behind to reinvent her life.",2002,97,EN,6.637,160
25838,/zpbyUenBJGhyA6RKa5RcQWGKOYb.jpg,"During the Japanese occupation of China, two prisoners are dumped in a peasant's home in a small town. The owner is bullied into keeping the prisoners until the next New Year, at which time they will be collected. The village leaders convene to interrogate the prisoners. The townspeople then struggle to accommodate the prisoners. One is a bellicose Japanese nationalist, the other a nervous translator. Will the townspeople manage to keep the prisoners until the New Year?",2001,139,ZH,8.213,167
1429,/uW7tTRElr2tRhmAVESzvHy4ByXg.jpg,"In New York City in the days following the events of 9/11, Monty Brogan is a convicted drug dealer about to start a seven-year prison sentence, and his final hours of freedom are devoted to hanging out with his closest buddies and trying to prepare his girlfriend for his extended absence.",2002,135,EN,7.321,2402
3131,/lemqKtcCuAano5aqrzxYiKC8kkn.jpg,"In 1863, Amsterdam Vallon returns to the Five Points of America to seek vengeance against the psychotic gangland kingpin, Bill the Butcher, who murdered his father years earlier. With an eager pickpocket by his side and a whole new army, Vallon fights his way to seek vengeance on the Butcher and restore peace in the area.",2002,168,EN,7.318,6741
13435,/j9lCK1aFXqMO3hzhGiqCNU8coIX.jpg,"A sailor prone to violent outbursts is sent to a naval psychiatrist for help. Refusing at first to open up, the young man eventually breaks down and reveals a horrific childhood. Through the guidance of his doctor, he confronts his painful past and begins a quest to find the family he never knew.",2002,120,EN,6.9,513
2642,/r18hSGAcxWiUysbX6nFShIZyjjP.jpg,"Dedicated environmental lawyer Lucy Kelson goes to work for billionaire George Wade as part of a deal to preserve a community center. Indecisive and weak-willed George grows dependent on Lucy's guidance on everything from legal matters to clothing. Exasperated, Lucy gives notice and picks Harvard graduate June Carter as her replacement. As Lucy's time at the firm nears an end, she grows jealous of June and has second thoughts about leaving George.",2002,101,EN,6.36,2072
11022,/uGHFyVdMQKvIXlsLAoXa5nOUGF.jpg,"When the trail goes cold on a murder investigation of a policeman, an undercover narcotics officer is lured back to the force to help solve the case.",2002,105,EN,6.731,530
9491,/mPUrodB3k8NYcvr4WPwtjSe1Mv9.jpg,"Rookie cop Megan Turner orders a burglar to drop his gun. He whirls to shoot. Too late. Turner fires, killing him instantly. When someone lifts the assailant's gun from the crime scene, the police hold Turner accountable for killing an unarmed man. That same someone carves Turner's name into the bullets and uses them in a series of murders. Turner teams up with detective Nick Mann to clear her name and catch the killer. But she is drawn into a deadly game of wits with a psychopath who's always one step ahead… and much closer than she thinks!",1990,102,EN,5.8,414
19067,/s9sPhcfD4LtrIGwix11bKtl9VLR.jpg,"In 1800, as Napoleon Bonaparte rises to power in France, a rivalry erupts between Armand and Gabriel, two lieutenants in the French Army, over a perceived insult. For over a decade, they engage in a series of duels amidst larger conflicts, including the failed French invasion of Russia in 1812, and shifts in the political and social systems of Europe.",1977,100,EN,7.272,569
14931,/eOqOf2qG0sjsfhFdYp6SbZuorSF.jpg,"After Junior is released from prison, he plans on starting a new life in Miami. But when he kills a man in the airport, he flees the scene and finds Susie, a mild-mannered prostitute searching for stability. The two opposites become romantically involved, and Junior steals a badge and gun from a veteran detective. Using the officer's identity, Junior embarks on a crime spree and convinces Susie that he is the perfect man.",1990,97,EN,6.0,187
20139,/goyEWixvULM2IRN4KsKibyrJE4J.jpg,An unruly student at a private all-girls boarding school scandalously accuses the two women who run it of having a romantic relationship.,1961,108,EN,7.7,361
11317,/hEZ6L72eBORRnoUxf4pip5U76pq.jpg,"Vada Sultenfuss has a holiday coming up, and an assignment: to do and essay on someone she admires and has never met. She decides she wants to do an assignment on her mother, but quickly realises she knows very little about her. She manages to get her father to agree to let her go to LA to stay with her Uncle Phil and do some research on her mother.",1994,99,EN,6.012,494
4032,/qyJJNHteA7BUwQSey05t7qP4vRV.jpg,"Vada Sultenfuss is obsessed with death. Her mother is dead, and her father runs a funeral parlor. She is also in love with her English teacher, and joins a poetry class over the summer just to impress him. Thomas J., her best friend, is ""allergic to everything"", and sticks with Vada despite her hangups. When Vada's father hires Shelly, and begins to fall for her, things take a turn to the worse...",1991,103,EN,7.396,2126
8392,/rtGDOeG9LzoerkDGZF9dnVeLppL.jpg,"Two sisters move to the country with their father in order to be closer to their hospitalized mother, and discover the surrounding trees are inhabited by Totoros, magical spirits of the forest. When the youngest runs away from home, the older sister seeks help from the spirits to find her.",1988,86,JA,8.07,8173
12232,/8Fs29JYTOkDluTXgbvLRIaps6PO.jpg,"When Prince Ahmad is blinded and cast out of Bagdad by the nefarious Jaffar, he joins forces with the scrappy thief Abu to win back his royal place, as well as the heart of a beautiful princess.",1940,107,EN,7.1,277
11706,/cIh7pBAjzxrJYNRt1JcQPFReF36.jpg,Napoleon's tumultuous relations with Russia including his disastrous 1812 invasion serve as the backdrop for the tangled personal lives of two aristocratic families.,1956,208,EN,6.7,242
26946,/pDaJt3Jv41mOvND7HaDnmiGsD5V.jpg,"A group of scientists travel to a remote island to study the effects of nuclear weapons tests, only to get stranded when their airplane mysteriously explodes. The team soon discovers that the tests have given rise to crabs mutated into intelligent, impervious, telepathic giants intent on increasing their numbers by breeding, then travelling to populated areas to feed, and which do not intend to be stopped by their discoverers.",1957,63,EN,5.1,75
16938,/5K8GhYPPt7LlKJv4BYBxSyqq9FD.jpg,"As the residents of the Pi Kappa Sigma sorority house prepare for the festive season, a stranger begins to harass them with a series of obscene phone calls.",1974,98,EN,6.929,843
16993,/7ag7BOMnAuDKwNyI0wc8jTeimRb.jpg,"Two men, working as professional boxers, come to blows when their careers each begin to take opposite momentum.",1972,97,EN,7.034,162
2149,/rGDfwZHRMpY5R0ZkmaiHHvpYQKB.jpg,"When an elderly millionaire is found dead with cocaine in his system, his will leaves $8 million to Rebecca Carlson, who was having an affair with him. District attorney Robert Garrett decides to prosecute Rebecca, arguing that she deliberately engaged in wild sex with the old man to overexcite him and lead to his premature death. Defense attorney Frank Dulaney defends Rebecca in court while getting sucked into a dangerous affair with her.",1993,101,EN,5.003,311
21332,/9E5eUvyIJoygfmKX36EmoRvOMGg.jpg,"Jack Casey used to be a hot-shot stock market whiz kid. After a disastrous professional decision, his life in the fast lane is over. He loses his nerve and joins a speed delivery firm which relies on bicycles to avoid traffic jams of San Francisco, is attracted to a fellow bicycler, Terri, and befriends Hector, a budding entrepreneur. Can Jack regain his nerve and his self-respect, and rebuild his life on a more sound basis?",1986,105,EN,5.6,93
4561,/x2hnSba2iyMHDPHrH1G1LB2K6lz.jpg,"The beautiful O is taken by her boyfriend, Rene, to a bizarre retreat, where she is trained in bondage and sexual perversion...",1975,97,FR,5.6,159
640,/sdYgEkKCDPWNU6KnoL4qd8xZ4w7.jpg,"A true story about Frank Abagnale Jr. who, before his 19th birthday, successfully conned millions of dollars worth of checks as a Pan Am pilot, doctor, and legal prosecutor. An FBI agent makes it his mission to put him behind bars. But Frank not only eludes capture, he revels in the pursuit.",2002,141,EN,7.976,16007
1574,/3ED8cWCXY9zkx77Sd0N5qMbsdDP.jpg,Murderesses Velma Kelly and Roxie Hart find themselves on death row together and fight for the fame that will keep them from the gallows in 1920s Chicago.,2002,113,EN,7.118,2677
10599,/aN2Pa9FnbJA2g4mnHPCWajwtdQ4.jpg,Roberto Benigni adapts the classic children's tale by Carlo Collodi for the big-budget family-oriented comedy Pinocchio.,2002,108,IT,5.8,765
590,/4myDtowDJQPQnkEDB1IWGtJR1Fo.jpg,"""The Hours"" is the story of three women searching for more potent, meaningful lives. Each is alive at a different time and place, all are linked by their yearnings and their fears. Their stories intertwine, and finally come together in a surprising, transcendent moment of shared recognition.",2002,114,EN,7.274,1760
13560,/a2zqJWEAqSyPS7VZP0biBdJIpHn.jpg,"In 1918, a young, disillusioned Adolf Hitler strikes up a friendship with a Jewish art dealer while weighing a life of passion for art vs. talent at politics",2002,106,EN,6.093,102
29339,/uLilCY2We3Ore9Ke7CdafntHvmT.jpg,"Nicholas Nickleby, a young boy in search of a better life, struggles to save his family and friends from the abusive exploitation of his coldheartedly grasping uncle.",2002,132,EN,6.9,174
16225,/mzOgKYOXiuwE5DIfagFs34bOb3J.jpg,"Upon discovery of a shard of what could be the Loc-Nar, a miner named Tyler becomes possessed with an insatiable hunger for power and a thirst for immortality. On his way to the planet of youth, Tyler wipes out most of a space colony and kidnaps a beautiful young woman. His only mistake is that he doesn't kill her sister, Julie, who then sets out on a mission of rescue and revenge.",2000,88,EN,6.0,224
423,/2hFvxCCWrTmCYwfy7yum0GKRi3Y.jpg,"The true story of pianist Władysław Szpilman's experiences in Warsaw during the Nazi occupation. When the Jews of the city find themselves forced into a ghetto, Szpilman finds work playing in a café; and when his family is deported in 1942, he stays behind, works for a while as a laborer, and eventually goes into hiding in the ruins of the war-torn city.",2002,150,EN,8.4,9453
15395,/dAjQy6CpYMTZ4ClrcaeJcoT3UHa.jpg,"Following the unexplained suicide of his wife Liza, website designer Wilson Joel turns to huffing gasoline fumes and remote control gaming while avoiding an inevitable conflict with his mother-in-law.",2002,90,EN,6.3,108
262,/3BM78deUfeZfShqPTblZuamgC8a.jpg,"Aspiring comic Rupert Pupkin attempts to achieve success in show business by stalking his idol, a late night talk-show host who craves his own privacy.",1982,109,EN,7.781,2365
4912,/nccluUFM3pRNI9nUyDEcDa6KviO.jpg,"Television made him famous, but his biggest hits happened off screen. Television producer by day, CIA assassin by night, Chuck Barris was recruited by the CIA at the height of his TV career and trained to become a covert operative. Or so Barris said.",2002,113,EN,6.7,1164
23626,/f7FwuUdVqvCVBBzXS7QFLWftOw7.jpg,The comedic stylings of four sort-of famous funnymen are brought to the big screen courtesy of this 2002 documentary.,2003,105,EN,5.7,49
12090,/FRqnYDjbstsCgLSJJ3SifOh2ca.jpg,"Although Tom Leezak and Sarah McNerney come from different worlds, they are both unexpectedly swept off their feet after their first meeting. They quickly fall in love and plan to get married, despite opposition from Sarah's uptight, rich family. After their wedding, the happy couple sets off - with the highest of hopes and ideals about love and marriage - on what they expect will be the perfect honeymoon in Italy. Thanks to a relentless string of bad luck with one disaster after another, and an impromptu visit from Sarah's wealthy one-time ex-lover Peter Prentiss, the newlyweds experience the honeymoon from hell that tests the limits of their young love.  Is it worth throwing away their love and marriage?",2003,95,EN,5.77,1374
36273,/2TajLnUCAWlAgl47qcmg28rAaZf.jpg,"Brazilian-Japanese gangster Mario rescues his Chinese girlfriend Kei as she's about to be deported from Japan. Desperate to escape, he hides in Tokyo's booming Japanese-Portuguese community and seeks passage from the country from a Russian mobster. To meet his price, they hold up a bigtime drug deal between the Chinese Mafia and the local Yakuza.",2000,102,JA,6.2,45
9582,/lpv86hQftikE2ecb1OPYFFMr98r.jpg,"Paul Morse is a good guy. When his friends throw him a wild bachelor party, he just wants to keep his conscience clean -- which is why he's shocked when he wakes up in bed with a beautiful girl named Becky and can't remember the night before. Desperate to keep his fiancée, Karen, from finding out what may or may not be the truth, he tells her a teensy lie. Soon his lies are spiraling out of control and his life is a series of comical misunderstandings.",2003,101,EN,5.883,350
10628,/nflh9On0de4l7ItCl3n4NVXjmnm.jpg,"Two childhood friends — a New York hairstylist and a wanna-be musician — get mixed-up with the mob and are forced to deliver $50,000 to Australia, but things go all wrong when the money is lost to a wild kangaroo.",2003,89,EN,5.296,935
598,/k7eYdWvhYQyRQoU2TB2A2Xu2TfD.jpg,"In the poverty-stricken favelas of Rio de Janeiro in the 1970s, two young men choose different paths. Rocket is a budding photographer who documents the increasing drug-related violence of his neighborhood, while José “Zé” Pequeno is an ambitious drug dealer diving into a dangerous life of crime.",2002,129,PT,8.427,7584
11078,/5INu9EQys7FTvalDVWvaGcIVC5b.jpg,"Earl Montgomery, a bombastic police academy reject, and Hank Rafferty, a disgraced, mild-mannered cop, can't seem to escape each other. They met on opposite sides of the law during a routine traffic stop that escalated out of control; now as lowly security guards they're thrown together to bust a smuggling operation.",2003,89,EN,6.0,994
